id,fullname,price
1627,DSCB-数据盾银行,5.537e-05
1628,EUNO-EUNO,0.1838
1629,PMNT-Paymon,0.004574
1630,EQUAD-QuadrantProtocol,0.006434
1631,VNX-VisionX,0.0005379
1632,FREC-弗雷尔币,0.004221
1633,IDH-IDHub,0.027453
1634,HOTC-热度链,0.008649
1635,CPLO-Cpollo,0.0002748
1636,ECOM-Ecom Chain,0.00066403
1637,EDS-赞我股,0.00020431
1638,KMC-孔明屋,0.005518
1639,RLX-Relex,0.00079949
1640,RTB-AB-Chain RTB,0.1198
1641,TDP-TrueDeck Platform,0.1719
1642,ALC-Allcoin,0.069536
1643,EJOY-ETHER JOY,0.0
1644,GGPC-GGPC,0.0
1645,ZIPT-Zippie,0.007478
1646,ETHM-Ethereum Meta,0.009058
1647,LKN-LinkCoin Token,0.004038
1648,TIX-彩币,2.758e-05
1649,DAN-Daneel,0.044568
1650,HB-HeartBout,0.032663
1651,MUSK-MUSK Token,0.006429
1652,XYT-柔付币,0.014002
1653,BMH-BlockMesh,0.01676
1654,BDB-币多币,0.026997
1655,MNP-MNPCoin,0.7573
1656,CST-Cryptosolartech,0.008479
1657,NAVI-Naviaddress,0.008342
1658,CDM-Condominium,0.001469
1659,CHL-Challenge DAPP,0.00055411
1660,PGD-火眼币,0.037437
1661,METM-MetaMorph,0.022897
1662,TST-雷石,0.0
1663,CMM-Commercium,0.054089
1664,POK-PokerCoin,0.007505
1665,CFL-CryptoFlow,0.014206
1666,ZJLT-ZJLT,0.002709
1667,CCL-CyClean,0.00202
1668,CYFM-CyberFM,1.225e-05
1669,MFG-SyncFab,0.00807
1670,TRA-旅行链,0.00022829
1671,BZX-Bitcoin Zero,0.094497
1672,SKYFT-SKYFT Token,0.00758
1673,NER-Nerves,0.00018804
1674,SHPING-Shping,0.00085895
1675,XOV-XOVBank,0.014867
1676,CAF-方圆,0.005431
1677,GENE-Parkgene,0.0
1678,S-沙皮,0.0
1679,AUC-Auctus,0.090451
1680,LDBC-物数链,0.0
1681,ACM-Actinium,0.0
1682,PENG-Penguin Coin,0.00024593
1683,BIT-BitRewards,0.003556
1684,ETHO-Ether-1,0.073615
1685,TCASH-TCASH Token,0.070312
1686,VDO-维度,0.079547
1687,KNT-KNT,0.004512
1688,UCASH-裕金,0.00068964
1689,FACC-FACC,0.005236
1690,ONE-Menlo One,0.006448
1691,FREE-FREE Coin,2.7e-07
1692,AKA-Akroma,0.034522
1693,EAI-以太智联,0.016638
1694,RPD-Rapids,0.00075829
1695,BBO-Bigbom,0.004776
1696,WIZ-CrowdWiz,0.1322
1697,VIEW-View,0.0
1698,RISK-RISK,0.00031839
1699,MORE-More Coin,0.4618
1700,BC-管家币,0.0
1701,LUC-Level Up Coin,0.00073956
1702,SEXC-ShareX,0.001621
1703,EXMR-EXMR,0.0
1704,PGN-鸽子币,0.00050854
1705,KWATT-4NEW,0.008138
1706,ENTS-EUNOMIA,5.72e-05
1707,ZAT-承云,0.012286
1708,APR-APR Coin,0.1298
1709,PCCM-PCCM,0.015821
1710,ADI-Aditus,0.004749
1711,NCP-NCP,8.92e-06
1712,SHDW-Shadow Token,0.0
1713,BTK-Bitcoin Token,8.717e-05
1714,DRCT-DRC Token,0.007764
1715,GVE-世界村,0.002274
1716,CFUN-CFun,0.002691
1717,DIT-DIT,0.006912
1718,EVI-Evimeria,4.59e-05
1719,SCRIV-SCRIV NETWORK,0.030361
1720,WELL-WELL,0.014778
1721,AC3-AC3,0.0
1722,VSC-体育币,0.00332
1723,BLOC-BLOC.MONEY,0.0
1724,ELY-Elysian,0.01089
1725,FND-FundRequest,0.018272
1726,ITL-Italian Lira,0.0002257
1727,WEB-Webcoin,0.025035
1728,UTO-优旅链,0.1043
1729,2GO-CoinToGo,0.1054
1730,TELOS-Teloscoin,0.018225
1731,ABS-Absolute,0.098535
1732,CHT-热币,0.01294
1733,SER-Seratio Token,0.0
1734,MASH-Masternet,0.019267
1735,BUNNY-BunnyToken,0.004906
1736,PRMI-般若波罗蜜,0.0
1737,NDX-nDEX,0.0
1738,XUN-UltraNote Coin,0.00048975
1739,BITS-Bitcoinus,0.00931
1740,LOVC-爱酒链,0.001753
1741,AEG-Aegeus,0.022182
1742,IRD-Iridium,0.04038
1743,HELP-GoHelpFund,0.1787
1744,NXCT-New XChain Token,0.00079833
1745,TKA-Tokia,0.017659
1746,DOR-Dorado,0.001516
1747,GPKR-Gold Poker,0.5112
1748,CTL-Citadel,0.075277
1749,JOT-JOT,0.034516
1750,CG-数字艺术链,0.010856
1751,BCG-BCG Chain,0.005725
1752,DTRC-Datarius Credit,0.003946
1753,ZINC-ZINC,0.2185
1754,DEAL-iDealCash,0.0007478
1755,VTC-以特币,0.009997
1756,BPTN-名人链,0.001668
1757,GRMD-GreenMed,0.024654
1758,KZC-KZCash,0.2608
1759,ENGT-Engagement Token,0.00093257
1760,FTXT-FUTURAX,0.00019124
1761,BEFC-BEFC,0.0
1762,HUR-Hurify,0.002562
1763,HUZU-HUZU,0.2834
1764,ABAO-阿拉丁钱包,0.0
1765,CYL-Crystal Token,0.7879
1766,BCT-币森币,0.00088769
1767,FBN-Fivebalance,3.248e-05
1768,WEB-Webchain,0.008567
1769,BWS-BWS,0.004237
1770,MMC-迈阿币,0.006878
1771,XGOX-XGOX,0.00030429
1772,MMO-MMOCoin,0.008227
1773,BZ-BiClub Token,0.0
1774,COMP-Compound Coin,1.709e-05
1775,LOTO-Lotoblock,0.0
1776,TIC-Thingschain,2.485e-05
1777,PKG-PKG Token,4.998e-05
1778,VOCO-Provoco Token,0.001883
1779,MTRC-ModulTrade,0.053619
1780,TOTO-Tourist Token,7.838e-05
1781,ZEUS-Zeus Crowdfunding,2.51e-06
1782,AZART-Azart,0.094272
1783,AIDT-AIDT,0.1128
1784,WIT-智慧链,0.0002212
1785,WTE-Witee,0.0
1786,ZNT-ZNT,2.445e-05
1787,DSCOIN-天网,5.734e-05
1788,STEEP-SteepCoin,0.001557
1789,MICRO-Micromines,1.627e-05
1790,CSTL-Castle,0.030661
1791,IG-爱奇,0.00027065
1792,SOL-Sola Token,0.012926
1793,VIKKY-VikkyToken,0.0
1794,EGX-EagleX,0.012245
1795,BTCN-BitcoiNote,0.022645
1796,SNR-SONDER,0.00119
1797,MORPH-Morpheus Network,0.007423
1798,SOUL-CryptoSoul,0.0
1799,PSC-PrimeStone,0.049601
1800,RPI-RPICoin,0.00049785
1801,BIGE-BIGE,0.060403
1802,GDP-GDEX Point,0.038507
1803,TYPE-Typerium,0.004947
1804,WAGE-Digiwage,0.005483
1805,POSS-Posscoin,8.17e-06
1806,WTN-WaleTokeN,0.0
1807,NRP-Neural Protocol,3.139e-05
1808,XCO-X-Coin,0.0
1809,TSC-Thunderstake,0.00024484
1810,CYMT-CyberMusic,3.255e-05
1811,PLURA-PluraCoin,0.0
1812,DART-DarexTravel,0.0
1813,BLAST-BLAST,0.004897
1814,VOC-语音链,0.00043267
1815,EES-超级能源,0.044997
1816,BTR-Bitether,0.008118
1817,BZL-BZLcoin,0.067302
1818,CHEESE-Cheese,0.00024926
1819,DIN-Dinerocoin,0.014343
1820,JLL-教链,0.00013137
1821,JS-JavaScript Token,0.0
1822,ZBA-Zoomba,0.014956
1823,DATP-DATP,1.627e-05
1824,BSTK-根源卡,0.0002353
1825,ATH-Atheios,0.014445
1826,ESCE-Escroco,0.0
1827,MRI-Mirai,0.042538
1828,KNT-Knekted,0.00032425
1829,BTAD-Bitcoin Adult,0.005982
1830,PYX-PyrexCoin,0.019832
1831,NFSC-食安币,3.269e-05
1832,DDX-dietbitcoin,0.06327
1833,CPS-币爪世界,0.0
1834,ECT-ECT,0.00016352
1835,HEY-美丽链,0.001516
1836,CTRT-Cryptrust,2.445e-05
1837,BNC-Bionic,0.0
1838,PHON-PhoneCoin,0.1111
1839,DELTA-DeltaChain,3.255e-05
1840,SIM-Simmitri,0.063849
1841,JOINT-Joint Ventures,0.004836
1842,XIND-Indinode,0.00024926
1843,APC-Alpha Coin,0.001246
1844,HAVY-Havy,2.445e-05
1845,EZW-EZOOW,8.17e-06
1846,NYEX-Nyerium,0.007478
1847,KUN-KUN token,34.2552
1848,MFIT-MFIT Coin,0.0
1849,IMP-IMP,0.1399
1850,AIRDROP-AirdropToken,3.548e-05
1851,YLC-YoloCash,0.001663
1852,BTCONE-BitCoin One,0.002448
1853,URALS-Urals Coin,0.005972
1854,UET-UET,0.017128
1855,FNTB-Fintab,0.01721
1856,ACTP-ACTP,0.0
1857,MFTU-MFTU,0.00019737
1858,PNY-PEONY,0.003739
1859,RAGNA-Ragnarok,0.005483
1860,WFC-热点币,0.00185
1861,STR-Staker,0.021187
1862,ROCK-Rocketcoin,0.0
1863,DOLLAR-Dollar Online,0.0
1864,BENZ-Benz,0.001105
1865,HMC-HarMonyCoin,0.0
1866,MOC-MomoCash,0.00097943
1867,RSTR-Ondori,0.0
1868,PALT-友链,0.001294
1869,PTI-Paytomat,0.03568
1870,RIF-RIF,0.535
1871,RBTC-RSK,24709.45
1872,SPND-Spendcoin,2.0642
1873,VLU-Valuto,0.006455
1874,VECT-微医币,0.0
1875,VDG-VeriDocGlobal,0.008737
1876,VPP-价值承诺协议,0.0
1877,WIT-万通宝,0.122
1878,WKT-威客币,0.0
1879,WHC-Wormhole,0.0
1880,ZP-Zen Protocol,1.0263
1881,MEETONE-MEET.ONE,0.012606
1882,MESSE-Messe Token,0.098242
1883,3DB-三点半,0.0
1884,AGLT-Agrolot,0.0
1885,ABBC-Alibabacoin,0.3754
1886,ASA-Asura Coin,0.003539
1887,BBK-Bitblocks,0.0
1888,BBK-Brickblock,0.004407
1889,CTIC3-Coimatic 3.0,0.0
1890,COO-COO币,0.353
1891,DKPC-DarkPayCoin,0.1104
1892,EOSRAM-EOS内存,0.0
1893,ETU-以太宇宙,0.00038343
1894,FLOT-Fire Lotto,0.1648
1895,FMF-宝岛金融,0.004761
1896,FTN-Fountain,0.2275
1897,HHH-H网通证,0.0
1898,NOS-nOS Token,0.2814
1899,ONOT-ONO,0.002077
1900,ORS-ORS Group,0.0
1901,PTR-Petro,0.0
1902,XPX-ProximaX,0.020935
1903,SHVR-Shivers,0.0
1904,SNPC-SnapCoin,0.099387
1905,SOOM-SOOM,0.093734
1906,TMC-Timicoin,0.1209
1907,TKT-Twinkle,0.033766
1908,UT-Ulord,0.1912
1909,VTHO-雷神之能,0.001975
1910,VULC-Vulcano,0.024926
1911,WT-WeToken,0.008581
1912,MIR-MIR COIN,0.3002
1913,MOM-MomToken,0.0
1914,AAA-Abulaba,0.00098365
1915,AEN-Aencoin,0.09167
1916,PASS-Blockpass,0.0
1917,CLN-Colu Local Network,0.039692
1918,DASC-Dascoin,0.1228
1919,DOW-Dowcoin,0.09812
1920,DWS-DWS,0.023857
1921,ADD-EOSADD,0.001762
1922,ESS-Essentia,0.007832
1923,GMBC-Gamblica,0.007682
1924,GOT-GoNetwork,0.092174
1925,HEDG-HedgeTrade,0.9241
1926,HNDC-HondaisCoin,2.99e-06
1927,INCO-Incodium,0.002304
1928,FKX-Knoxstertoken,0.01467
1929,LAMB-Lambda,0.088149
1930,LST-LST,0.006154
1931,RDC-Ordocoin,2.492e-05
1932,PKC-PikcioChain,0.1788
1933,RBMC-Rubex Money,0.002693
1934,SNO-SaveNode,0.003739
1935,SHARD-Shard,0.0
1936,STACS-STACS,0.0
1937,ULT-Ultiledger,0.046768
1938,WBL-WIZBL,0.034529
1939,XTRD-XTRD,0.003784
1940,LYL-LoyalCoin,0.0
1941,MVPT-MVPT,0.0
1942,AGVC-龙舌兰币,0.0
1943,BDT-BDT Token,0.0
1944,BTB-BiTBrothers,0.0
1945,BKB-币客积分,0.7491
1946,BUBO-Budbo,0.01672
1947,CARAT-CARAT,0.0
1948,COBRA-Cobrabytes,0.004947
1949,COU-Couchain,0.0
1950,CROP-Cropcoin,0.0
1951,CHE-CHE,0.00034325
1952,DIVI-Divi,0.015882
1953,EARTH-Earth Token,0.001221
1954,EVN-EvenCoin,0.0
1955,F1C-Future1coin,0.028611
1956,GST-Game Stars,0.002233
1957,HERB-Herbalist Token,4.903e-05
1958,HLD-HyperLending,0.040924
1959,NEXT-Next.exchange,0.5657
1960,NPW-新力量币,0.7491
1961,OAS-Oases Chain,0.002047
1962,PLY-PlayCoin [QRC20],0.1871
1963,QBIT-Qubitica,42.3435
1964,RTE-Rate3,0.009745
1965,ROBET-RoBET,0.0
1966,KST-StarCoin,0.012054
1967,TTC-TTC Protocol,0.1068
1968,UDOO-uDoo,0.045385
1969,VEVUE-VEVUE,0.0
1970,WIKI-Wiki Token,3.2125
1971,XDNA-XDNA,0.0
1972,XRT-THE X-FACTOR,6.51e-05
1973,LQD-Liquidity Network,0.2499
1974,LOBS-Lobstex,0.0
1975,MIB-MIB Coin,0.1618
1976,MIC-Mindexcoin,0.0
1977,XMO-Monero Original,0.0
1978,AERGO-Aergo,0.4275
1979,ANON-ANON,0.0
1980,BEAM-BEAM,9.37
1981,BTCL-BTC Lite,0.035258
1982,CBR-CCBrother,0.0
1983,CODY-Coindy,0.014009
1984,YUP-Crowdholding,0.002934
1985,CIF-CIF,0.001744
1986,DAV-DAV Token,0.01424
1987,DEL-DelChain,0.005815
1988,BLACK-eosBLACK,0.1659
1989,IQ-Everipedia,0.01975
1990,GEM-Gems,0.006104
1991,GCC-健康币,0.0
1992,HERC-Hercules,0.4501
1993,HUM-Humanscape,0.00107
1994,HYB-Hybrid Token,0.014622
1995,SEE-Insee Coin,0.019219
1996,KBC-Karatgold Coin,0.1872
1997,NTK-NetKoin,0.00018722
1998,TVNT-TravelNote,0.0
1999,UPP-Sentinel Protocol,0.091541
2000,ACDC-Volt,0.004846
2001,WC-云尊币,0.3534
2002,LTK-玩客币（链克）,0.0
2003,X12-X12 Coin,0.094721
2004,PUN-Punch Token,0.001229
2005,SPN-Sapien,0.009439
2006,SCH-Skychain,1.2865
2007,FI-FInsur,0.056248
2008,GCT-极客链,0.005423
2009,HQT-HyperQuant,0.020595
2010,INCX-INCX,0.006081
2011,IOTX-IoTeX,0.046278
2012,MCT-MCT,0.005156
2013,MBC-MicroBitcoin,0.00024484
2014,ABLX-ABLE,0.00041994
2015,ATMI-Atonomi,0.005145
2016,BEAT-BEAT,0.011475
2017,CAN-CAN,0.0
2018,CAR-CarBlock,0.007641
2019,CEDEX-CEDEX Coin,0.163
2020,CGEN-CGEN,0.0
2021,CHT-Countinghouse,10.9323
2022,DELC-Delink,0.060689
2023,DRINK-酒水链,7.0673
2024,TRAID-Traid,0.006231
2025,UCC-U链,0.0
2026,VHKD-Virtual HKD,0.0
2027,VSYS-V Systems,0.2227
2028,WECC-授权链,0.0
2029,WCO-Winco,0.0
2030,WSP-Wispr,0.0
2031,YTGM-亚太双子链,0.0
2032,OMEN-OmenCoin,0.0
2033,PAXEX-Paxexcoin,0.0
2034,QUIN-Quinads,0.0
2035,RBF-彩虹币,0.0
2036,ROM-ROMToken,0.00048219
2037,SHOP-Shopin,0.032997
2038,SPD-Spindle,0.004674
2039,EXC-Eximchain,0.0
2040,FJ-FCoinJP TOKEN,0.002097
2041,FOAM-FOAM Token,0.1763
2042,FSBT-Forty Seven Bank,0.9943
2043,HSN-Helper Search Token,0.0
2044,HERO-Hero,0.0
2045,KXC-KingXChain,8.17e-06
2046,MC-Market Coin,0.0
2047,MXM-MaxiMine,0.026486
2048,MEDX-MediBlocX,0.020159
2049,MSC-MSC,0.001702
2050,ALX-ALAX,0.013444
2051,BGG-Bgogo Token,0.006013
2052,BTNT-BitNautic Token,0.064128
2053,BC-Block-Chain.com,0.023183
2054,BOE-菩提以太,0.116
2055,CAC-CAC,0.0
2056,COVA-COVA,0.009398
2057,DHT-元链,0.0
2058,WLO-Wollo,0.494
2059,YEX-YEX Token,0.0
2060,ZAIF-ZAIF,0.008669
2061,NEAL-Coineal Token,0.020847
2062,NT-币诺币,0.003518
2063,NUG-Nuggets,0.003396
2064,OBX-OBXcoin,0.00049853
2065,NPLC-Plus-Coin,0.029728
2066,RKC-RookieCoin,0.0
2067,SAT-SAT,0.0
2068,TCN-Tcoin,0.0
2069,TENA-TENA,0.3744
2070,FOIN-FOIN,6880.47
2071,FRES-FRESCO Network,0.001518
2072,FUNDZ-FundToken,0.035782
2073,GEEK-极客链,0.0
2074,GOT-GOToken,2.1385
2075,HOLD-HOLD,0.0
2076,IBT-ICOBay,0.00015466
2077,KT-快币,0.0
2078,LPT-Livepeer Token,30.2342
2079,LYNX-Lynx,0.0
2080,MET-Metronome,5.4566
2081,MOLK-MobilinkToken,0.008206
2082,ACC-ACChain,0.1414
2083,ALT-Alt.Estate token,0.0
2084,ATD-Atidium,0.00068392
2085,BANK-Bank Coin,0.022284
2086,BOID-BOID,0.001014
2087,BDB-Btcdo Token,0.0
2088,BCARD-CARDbuyers,0.007478
2089,CPG-Castle Peak Game,0.0
2090,CEN-Centaure,0.00049853
2091,CMIT-Cmitcoin,0.0
2092,CNUS-CoinUs,0.242
2093,CVH-简历链,0.014118
2094,ECHT-e-Chat,0.035306
2095,UBC-Ubcoin Market,0.0
2096,UICC-联养链,0.1409
2097,USDC-USD Coin,6.8609
2098,UST-链云,0.0
2099,VAT-价值通证,0.1065
2100,WXC-WXCOINS,7.2464
2101,XRA-Xriba,0.1547
2102,ZZM-ZZM,0.0
2103,NEP-奶瓶,0.0
2104,NGOT-恩玖币,0.0
2105,NOBS-No BS Crypto,0.00073963
2106,PLC-​PlatinCoin,177.83
2107,PXG-PlayGame Token,0.027317
2108,PLUS1-PlusOneCoin,0.201
2109,PGT-Puregold Token,0.0
2110,QUAN-Quantis Network,0.0
2111,RYO-Ryo Currency,0.0
2112,SAL-SalPay,0.1021
2113,SZC-易购币,0.037104
2114,SGN-Signals Network,0.023312
2115,SMQ-SIMDAQ,0.0
2116,SLT-SLT,0.013519
2117,SNX-SNX,0.2723
2118,TERN-Ternio,0.058571
2119,EST-电竞币,0.0
2120,ETI-EtherInc Coin,0.002448
2121,FT-Fabric Token,0.0
2122,GMB-Gamb,0.00081693
2123,GZRO-Gravity,0.00049853
2124,HUSD-HUSD,6.8535
2125,ICNQ-Iconiq Lab Token,0.2571
2126,IHF-IHF,0.1289
2127,IQ-IQ Cash,0.030409
2128,IXE-IXE,0.0
2129,JSE-JSEcoin,0.0
2130,LEMO-LemoChain,0.062173
2131,LINA-Lina Review,0.1513
2132,LTH-路德链,0.0
2133,M2O-M2O,0.00095409
2134,MAC-婚链,0.0
2135,MCW-Mocrow,3.3821
2136,NAM-NAM COIN,0.0
2137,ZXC-0xcert,0.023149
2138,XXX-AdultChain,0.0
2139,KZE-Almeela,1.2749
2140,ALTX-Alttex,0.002108
2141,AWC-AWC,0.1871
2142,BBS-BBSCoin,1.246e-05
2143,BGX-比格币,0.00199
2144,BMC-BitMart Coin,0.090424
2145,BCDT-BCDT,0.032111
2146,BRZC-​Breeze Coin,1.1659
2147,BUL-Bulleon,0.9092
2148,XCD-Capdax Token,0.01499
2149,MVP-冠军币,0.0
2150,CTIC2-Coimatic 2.0,0.0
2151,CSM-嘉信,8.2816
2152,CNET-ContractNet,0.005303
2153,CRBC-国际文博链,0.0
2154,CRBT-Cruisebit,0.0
2155,CRE-Cybereits,0.009207
2156,DACC-DACC,0.001139
2157,DAXT-DAXT,0.027133
2158,GREV2-Greencoin,0.0
2159,XES-Proxeus,0.0
2160,BET-DAO.Casino,0.020731
2161,EQL-Equal,0.007627
2162,HORSE-Ethorse,0.0
2163,POSW-PoSW Coin,0.0
2164,CBX-Bullion,4.5862
2165,JC-耶稣币,0.0
2166,SPF-SportyCo Token,0.01375
2167,BTB-比特金条,34.8464
2168,GP-GoldPieces,0.0
2169,BENJI-BenjiRolls,0.0
2170,BLOCKPAY-BlockPay,0.0
2171,EAGLE-EagleCoin,0.0
2172,SPK-Sparks,0.077046
2173,SONG-SongCoin,0.0
2174,FIL-Filecoin,25.8938
2175,EQT-EquiTrader,0.0
2176,XSTC-Safe Trade Coin,0.0
2177,EMD-Emerald Crypto,0.0
2178,BWK-Bulwark,0.0
2179,HDLB-HODL Bucks,0.0
2180,XPTX-PlatinumBAR,0.0
2181,CHAN-ChanCoin,0.0
2182,NTO-Fujinto,0.0
2183,XPD-石油币,0.102
2184,DSH-Dashcoin,0.0
2185,BOST-增长币,0.0
2186,SCRT-SecretCoin,0.0
2187,ACES-Aces Coin,0.0
2188,SLG-Sterlingcoin,0.0
2189,CREA-Creativecoin,0.0
2190,ALQO-ALQO,0.0
2191,PLAN-Plancoin,0.0
2192,SIGMA-西格玛币,0.01345
2193,QBC-Quebecoin,0.0
2194,UFO-UFO Coin,0.0
2195,ACE-TokenStars,0.093482
2196,FYN-FundYourselfNow,0.0
2197,TROLL-TrollCoin,0.0
2198,MOIN-Moin,0.0
2199,MCC-行云币,0.035776
2200,ASTRO-Astro,0.0
2201,HONEY-Honey,0.0
2202,SDRN-Senderon,0.0
2203,MRT-MRT,0.0
2204,LEA-LeaCoin,0.0
2205,NANOX-Project-X,113144.38
2206,ERY-Eryllium,0.0
2207,ABC-Alphabit,0.0
2208,BQ-Bitqy,0.0
2209,ATOM-Atomic Coin,0.0
2210,MEX-MEX,0.001852
2211,MAC-Machinecoin,0.0
2212,MAG-麦奇,0.004541
2213,VIVO-VIVO,0.0
2214,EGCC-Engine,0.00193
2215,CAT-猫币,0.0
2216,ONG-SoMee.Social,0.0
2217,SMS-SMS,0.0
2218,APX-APX,0.0
2219,GLC-全球币,0.0
2220,BRAT-Brother,0.0
2221,POS-PoSToken,0.0
2222,MONETA-Moneta,0.0
2223,SHOW-秀币,0.005678
2224,CF-Californium,0.0
2225,BTQ-BitQuark,0.0
2226,ATX-Artex Coin,0.0
2227,XVC-Vcash,0.0
2228,CMS-COMSA-XEM,0.0
2229,ALL-Allion,0.0
2230,IBANK-iBankCoin,0.0
2231,SHE-闪链,0.008029
2232,CLUB-ClubCoin,2.2209
2233,LAC-艾尔链,9.3781
2234,ONLY-奥力橙,0.072512
2235,FN-IPFS＆Filenet,4.5596
2236,REG-REG Token,0.1283
2237,GRIN-哈哈币,37.3969
2238,EBKC-艾客部落,0.0
2239,LME-龙猫币,8.567e-05
2240,PLA-Plair,0.00071211
2241,BTT-Bittorrent,0.005513
2242,THM-Themis Chain,0.001947
2243,VZT-Vezt,0.0
2244,READ-阅读币,0.013167
2245,MINEX-Minex,0.0
2246,EDU-教育链,0.0
2247,GMT-墨丘利协议,0.0
2248,ECC-E-Currency Coin,0.0
2249,RNS-Renos,0.0
2250,XLC-LeviarCoin,0.0
2251,8BIT-8Bit,0.0
2252,ETBS-Ethbits,0.0
2253,HYPER-Hyper,0.0
2254,IMS-IMS,0.0
2255,BTPL-Bitcoin Planet,0.0
2256,RBBT-兔子币,0.0
2257,HEAT-HEAT,0.0
2258,SLM-Slimcoin,0.0
2259,RMC-Russian Mining Coin,0.0
2260,IDS-IDS,0.048225
2261,QTES-量化交易,7.7988
2262,OEC-花梨币,0.2322
2263,CLB-Cloudbric,0.028842
2264,WBTC-Wrapped Bitcoin,24726.28
2265,NVST-NVO,0.0
2266,CAJ-Cajutel,15.0568
2267,WIB-Wibson,0.005005
2268,PINK-PinkCoin,0.011748
2269,NSR-纽股份,0.0009987
2270,NYAN-彩虹猫币,0.002226
2271,NDC-NEVERDIE Coin,0.009807
2272,GPEI-GPEI,7.8989
2273,BXA-BXA,2.528
2274,SDUSD-SDUSD,6.5231
2275,SOLVE-SOLVE token,0.9044
2276,FET-Fetch.AI,0.0
2277,S4F-S4FE,1.7203
2278,DOOH-DOOH,0.0
2279,TEMCO-TEMCO tokens,0.012395
2280,COZ-COZ,0.98
2281,LTO-LTO Network,0.3735
2282,USDS-StableUSD,0.0
2283,ELAC-ELA Coin,0.5738
2284,TCAT-TCAT,0.2554
2285,PLA-PlayChip,0.0
